gender,contract,paymentmethod,internetservice,charges_total,tenure,churn,cuentas_diarias
Female,Two year,Credit card (automatic),DSL,4131.2,69,No,2.0483333333333333
Male,Month-to-month,Electronic check,Fiber optic,329.95,3,Yes,3.365
Male,Two year,Bank transfer (automatic),No,1798.9,72,No,0.84
Male,Month-to-month,Mailed check,DSL,440.2,17,No,0.855
Male,Month-to-month,Electronic check,Fiber optic,3744.05,37,Yes,3.3699999999999997
Female,Month-to-month,Electronic check,Fiber optic,3204.4,28,No,3.695
Female,Month-to-month,Mailed check,DSL,25.1,1,Yes,0.8366666666666667
Male,Month-to-month,Electronic check,Fiber optic,2755.35,30,Yes,3.0083333333333333
Female,Month-to-month,Mailed check,Fiber optic,399.45,5,No,2.521666666666667
Female,Two year,Electronic check,DSL,3937.45,72,Yes,1.8066666666666669
Female,Month-to-month,Bank transfer (automatic),DSL,1830.1,32,No,1.8216666666666665
Female,Two year,Bank transfer (automatic),Fiber optic,5129.45,54,No,3.24
Female,Month-to-month,Mailed check,No,314.45,16,No,0.6533333333333334
Female,Month-to-month,Credit card (automatic),DSL,1240.25,24,Yes,1.805
Female,Month-to-month,Mailed check,No,299.4,15,No,0.6533333333333334
Male,One year,Electronic check,DSL,2343.85,39,No,1.9933333333333332
Male,Month-to-month,Electronic check,Fiber optic,316.9,5,Yes,2.3233333333333333
Male,Two year,Electronic check,No,899.45,41,No,0.6583333333333333
Female,Month-to-month,Credit card (automatic),DSL,118.25,2,No,1.885
Female,Two year,Credit card (automatic),Fiber optic,6998.95,69,No,3.5133333333333336
Female,Two year,Bank transfer (automatic),Fiber optic,7240.65,69,No,3.5116666666666663
Female,One year,Electronic check,Fiber optic,7397.0,70,No,3.55
Female,One year,Credit card (automatic),No,998.1,55,No,0.6383333333333333
Female,Month-to-month,Mailed check,Fiber optic,415.55,5,Yes,2.828333333333333
Male,Two year,Credit card (automatic),No,1433.8,70,No,0.6616666666666667
Male,One year,Mailed check,DSL,2894.55,41,No,2.3400000000000003
Female,One year,Credit card (automatic),No,527.5,25,No,0.6633333333333333
Male,One year,Credit card (automatic),DSL,1423.35,23,No,1.9066666666666667
Female,Two year,Bank transfer (automatic),DSL,1498.65,27,No,1.7616666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,7107.0,65,No,3.7016666666666667
Male,One year,Bank transfer (automatic),No,488.25,22,No,0.675
Female,Month-to-month,Bank transfer (automatic),DSL,2535.55,52,No,1.6583333333333334
Male,Month-to-month,Credit card (automatic),Fiber optic,3691.2,38,No,3.17
Female,Month-to-month,Electronic check,Fiber optic,194.2,3,No,2.3383333333333334
Male,Month-to-month,Bank transfer (automatic),Fiber optic,849.1,13,No,2.3483333333333336
Male,Two year,Mailed check,No,1234.6,51,No,0.825
Male,Month-to-month,Electronic check,Fiber optic,3292.3,40,No,2.7066666666666666
Male,Month-to-month,Mailed check,No,331.35,18,No,0.6416666666666667
Male,One year,Mailed check,No,436.9,23,No,0.6549999999999999
Female,Month-to-month,Credit card (automatic),Fiber optic,80.15,1,Yes,2.671666666666667
Female,Month-to-month,Electronic check,Fiber optic,1422.1,16,Yes,2.9483333333333333
Male,Two year,Mailed check,DSL,4808.7,72,No,2.271666666666667
Female,Month-to-month,Electronic check,Fiber optic,3089.6,32,No,3.295
Male,Month-to-month,Credit card (automatic),DSL,2854.95,36,No,2.64
Female,One year,Credit card (automatic),DSL,3674.95,68,No,1.8150000000000002
Female,One year,Mailed check,No,1595.5,64,No,0.83
Female,One year,Credit card (automatic),Fiber optic,6615.15,66,Yes,3.415
Male,One year,Bank transfer (automatic),No,505.9,26,No,0.6683333333333333
Male,Month-to-month,Electronic check,Fiber optic,1515.1,17,Yes,3.085
Male,Month-to-month,Mailed check,Fiber optic,575.45,6,Yes,3.15
Female,Month-to-month,Electronic check,Fiber optic,2193.0,26,No,2.69
Male,Two year,Credit card (automatic),Fiber optic,5861.75,59,No,3.316666666666667
Female,Month-to-month,Bank transfer (automatic),DSL,2419.55,44,No,1.875
Female,Month-to-month,Electronic check,Fiber optic,384.5,4,Yes,3.265
Male,Month-to-month,Electronic check,Fiber optic,267.6,3,Yes,2.6416666666666666
Female,Month-to-month,Mailed check,No,279.3,13,No,0.6433333333333333
Female,One year,Credit card (automatic),DSL,1082.75,29,No,1.3166666666666667
Female,Two year,Bank transfer (automatic),DSL,4919.7,72,No,2.183333333333333
Female,Month-to-month,Electronic check,Fiber optic,3414.65,34,No,3.3483333333333336
Male,Two year,Mailed check,DSL,1755.35,46,No,1.275
Female,Two year,Credit card (automatic),DSL,4819.75,62,No,2.665
Female,One year,Bank transfer (automatic),DSL,5243.05,63,No,2.7666666666666666
Female,Month-to-month,Mailed check,No,19.1,1,Yes,0.6366666666666667
Male,Two year,Mailed check,DSL,830.8,24,No,1.1916666666666667
Male,Two year,Credit card (automatic),DSL,6237.05,70,No,3.0050000000000003
Female,Month-to-month,Mailed check,No,19.75,1,No,0.6583333333333333
Female,Month-to-month,Electronic check,Fiber optic,1378.25,16,Yes,2.8316666666666666
Male,Month-to-month,Mailed check,DSL,45.85,1,No,1.5283333333333333
Male,Month-to-month,Electronic check,DSL,2215.4,41,No,1.7983333333333333
Female,Month-to-month,Electronic check,DSL,45.65,1,Yes,1.5216666666666667
Female,Month-to-month,Credit card (automatic),DSL,2564.95,56,No,1.495
Male,Month-to-month,Electronic check,DSL,2094.9,35,No,1.9866666666666668
Female,Month-to-month,Mailed check,No,382.2,19,No,0.6733333333333333
Female,Month-to-month,Mailed check,No,275.4,13,No,0.6766666666666666
Female,Month-to-month,Electronic check,DSL,607.3,18,No,1.1733333333333333
Male,Two year,Bank transfer (automatic),No,1429.65,62,No,0.7799999999999999
Female,Month-to-month,Electronic check,DSL,404.35,7,No,1.7883333333333333
Female,Month-to-month,Electronic check,DSL,2104.55,48,No,1.4933333333333332
Female,Month-to-month,Mailed check,Fiber optic,518.75,6,No,3.135
Male,Two year,Bank transfer (automatic),No,1198.05,64,No,0.6683333333333333
Male,Month-to-month,Mailed check,Fiber optic,71.55,1,Yes,2.385
Male,Month-to-month,Mailed check,No,19.65,1,Yes,0.6549999999999999
Female,Month-to-month,Bank transfer (automatic),DSL,44.35,1,Yes,1.4783333333333333
Male,Month-to-month,Credit card (automatic),DSL,436.2,10,No,1.5266666666666666
Female,Month-to-month,Bank transfer (automatic),DSL,44.15,1,No,1.4716666666666667
Female,Month-to-month,Mailed check,No,669.45,33,No,0.6683333333333333
Female,One year,Bank transfer (automatic),DSL,3975.7,68,No,1.9416666666666667
Female,One year,Credit card (automatic),Fiber optic,2274.1,26,No,2.9050000000000002
Male,One year,Bank transfer (automatic),DSL,259.8,9,Yes,0.8033333333333333
Male,Month-to-month,Mailed check,DSL,25.35,1,No,0.8450000000000001
Male,One year,Electronic check,DSL,6300.85,71,No,2.8483333333333336
Male,Month-to-month,Electronic check,Fiber optic,260.9,3,Yes,2.6633333333333336
Male,Two year,Bank transfer (automatic),DSL,3888.65,71,No,1.7983333333333333
Female,Month-to-month,Mailed check,No,119.3,6,No,0.6616666666666667
Female,Month-to-month,Bank transfer (automatic),Fiber optic,144.55,2,Yes,2.325
Male,Two year,Electronic check,DSL,4746.05,72,No,2.1566666666666667
Female,Month-to-month,Electronic check,Fiber optic,235.5,3,Yes,2.3433333333333333
Male,Month-to-month,Electronic check,Fiber optic,6519.75,59,No,3.7116666666666664
Female,Two year,Credit card (automatic),DSL,4166.35,57,No,2.4766666666666666
Male,Two year,Bank transfer (automatic),No,759.35,35,No,0.6833333333333333
Male,Month-to-month,Bank transfer (automatic),DSL,2907.35,43,No,2.2083333333333335
Male,Month-to-month,Electronic check,Fiber optic,4254.85,49,Yes,2.816666666666667
Male,Month-to-month,Credit card (automatic),Fiber optic,6079.0,67,No,3.1550000000000002
Male,Month-to-month,Bank transfer (automatic),Fiber optic,4065.0,47,Yes,2.7783333333333333
Male,One year,Bank transfer (automatic),DSL,1489.3,46,No,1.025
Male,Month-to-month,Mailed check,Fiber optic,426.35,5,No,2.625
Male,Two year,Credit card (automatic),Fiber optic,7114.25,72,No,3.265
Female,Two year,Credit card (automatic),DSL,2627.35,48,No,1.85
Female,Month-to-month,Electronic check,Fiber optic,909.25,12,Yes,2.61
Female,Month-to-month,Credit card (automatic),Fiber optic,4600.7,43,Yes,3.605
Male,Month-to-month,Mailed check,DSL,100.2,5,No,0.81
Male,Two year,Credit card (automatic),No,1859.1,72,No,0.825
Female,Month-to-month,Mailed check,No,55.25,3,No,0.6533333333333334
Male,Month-to-month,Electronic check,DSL,46.3,1,No,1.5433333333333332
Female,One year,Credit card (automatic),No,814.75,38,No,0.675
Male,One year,Credit card (automatic),DSL,4126.2,51,No,2.705
Male,One year,Mailed check,DSL,3134.7,57,No,1.8216666666666665
Male,Two year,Electronic check,Fiber optic,6347.55,65,No,3.3116666666666665
Female,One year,Bank transfer (automatic),Fiber optic,6109.65,56,No,3.6599999999999997
Female,Month-to-month,Electronic check,Fiber optic,1579.7,17,No,3.0866666666666664
Female,Month-to-month,Electronic check,Fiber optic,402.5,5,No,2.52
Female,Two year,Mailed check,No,692.55,29,No,0.87
Female,One year,Electronic check,Fiber optic,4753.85,46,No,3.341666666666667
Female,One year,Credit card (automatic),Fiber optic,1783.6,22,No,2.533333333333333
Male,One year,Electronic check,No,164.6,9,No,0.6633333333333333
Male,Two year,Credit card (automatic),DSL,3334.95,52,No,2.13
Female,Month-to-month,Credit card (automatic),Fiber optic,217.55,3,Yes,2.67
Female,Month-to-month,Credit card (automatic),DSL,1502.65,25,Yes,1.9533333333333334
Male,Month-to-month,Credit card (automatic),Fiber optic,919.4,9,Yes,3.315
Female,Month-to-month,Electronic check,DSL,2751.0,64,No,1.4616666666666667
Male,Two year,Credit card (automatic),Fiber optic,6330.4,63,No,3.3233333333333333
Female,Month-to-month,Electronic check,Fiber optic,4729.75,50,No,3.19
Female,Month-to-month,Electronic check,DSL,1206.05,22,Yes,1.8383333333333334
Male,Month-to-month,Electronic check,Fiber optic,1566.75,15,No,3.3233333333333333
Male,Two year,Mailed check,No,1170.55,57,No,0.6533333333333334
Female,Month-to-month,Bank transfer (automatic),DSL,1322.55,17,No,2.5133333333333336
Male,Month-to-month,Electronic check,DSL,357.6,6,No,1.9816666666666667
Male,Month-to-month,Credit card (automatic),Fiber optic,131.05,2,Yes,2.441666666666667
Female,One year,Mailed check,No,958.1,42,No,0.6883333333333332
Male,One year,Bank transfer (automatic),Fiber optic,6841.45,69,No,3.316666666666667
Female,Month-to-month,Bank transfer (automatic),Fiber optic,994.8,15,Yes,2.3
Male,Month-to-month,Electronic check,Fiber optic,497.6,6,No,2.6566666666666667
Male,One year,Mailed check,DSL,2884.9,56,No,1.7333333333333334
Female,Month-to-month,Electronic check,Fiber optic,85.0,1,Yes,2.8333333333333335
Male,Month-to-month,Mailed check,No,77.6,4,No,0.6833333333333333
Female,Month-to-month,Credit card (automatic),Fiber optic,4192.15,45,No,2.9766666666666666
Male,Month-to-month,Credit card (automatic),Fiber optic,2234.95,22,No,3.1966666666666668
Female,Two year,Bank transfer (automatic),Fiber optic,7251.7,72,No,3.33
Female,Month-to-month,Electronic check,DSL,131.05,5,Yes,0.9483333333333334
Female,Month-to-month,Electronic check,DSL,553.0,18,Yes,1.1666666666666667
Male,Two year,Mailed check,Fiber optic,6424.25,66,No,3.2199999999999998
Female,Month-to-month,Electronic check,Fiber optic,2326.05,23,No,3.17
Male,One year,Credit card (automatic),Fiber optic,5791.85,62,No,3.165
Female,Month-to-month,Electronic check,DSL,996.85,23,No,1.4983333333333335
Male,Two year,Credit card (automatic),Fiber optic,6671.7,69,No,3.1733333333333333
Male,One year,Mailed check,No,1226.45,61,No,0.6799999999999999
Female,Two year,Bank transfer (automatic),DSL,5460.2,70,No,2.6866666666666665
Male,One year,Electronic check,Fiber optic,4484.05,54,No,2.8133333333333335
Female,One year,Credit card (automatic),DSL,2479.25,37,No,2.27
Female,Two year,Mailed check,DSL,5224.95,71,No,2.3699999999999997
Male,One year,Electronic check,DSL,877.35,13,No,2.158333333333333
Male,Two year,Credit card (automatic),Fiber optic,7365.3,71,No,3.4716666666666667
Male,Month-to-month,Mailed check,DSL,202.3,4,No,1.6933333333333331
Male,Month-to-month,Mailed check,No,173.0,7,No,0.7833333333333333
Male,Two year,Credit card (automatic),DSL,6302.85,68,No,3.0266666666666664
Male,Month-to-month,Credit card (automatic),Fiber optic,2619.25,32,No,2.703333333333333
Male,Month-to-month,Mailed check,DSL,62.8,1,No,2.0933333333333333
Male,One year,Mailed check,No,117.8,4,No,0.6566666666666666
Female,Month-to-month,Credit card (automatic),DSL,1406.9,26,No,1.825
Female,One year,Credit card (automatic),DSL,3160.55,42,Yes,2.4633333333333334
Male,Two year,Bank transfer (automatic),No,609.1,31,No,0.6799999999999999
Male,One year,Credit card (automatic),Fiber optic,6511.25,69,No,3.191666666666667
Female,One year,Electronic check,Fiber optic,5844.65,65,No,2.9949999999999997
Female,Month-to-month,Electronic check,Fiber optic,2627.2,30,No,3.0016666666666665
Male,One year,Electronic check,Fiber optic,5610.25,60,Yes,3.146666666666667
Female,Month-to-month,Mailed check,Fiber optic,178.7,2,Yes,2.8733333333333335
Female,Month-to-month,Mailed check,No,186.15,9,No,0.675
Female,One year,Electronic check,DSL,2265.0,44,No,1.635
Male,Two year,Credit card (automatic),DSL,5522.7,71,No,2.5633333333333335
Male,Month-to-month,Bank transfer (automatic),Fiber optic,1910.6,22,Yes,3.0166666666666666
Female,One year,Electronic check,Fiber optic,5270.6,56,No,3.2666666666666666
Male,Two year,Credit card (automatic),No,1867.7,72,No,0.8516666666666667
Male,Month-to-month,Mailed check,No,19.95,1,No,0.6649999999999999
Female,Month-to-month,Bank transfer (automatic),No,507.4,20,No,0.8516666666666667
Female,Two year,Bank transfer (automatic),DSL,3871.85,54,No,2.3316666666666666
Female,Month-to-month,Mailed check,Fiber optic,1783.75,23,No,2.6366666666666663
Male,One year,Mailed check,DSL,2405.05,33,Yes,2.4633333333333334
Male,Two year,Bank transfer (automatic),No,1195.25,50,No,0.83
Male,Two year,Electronic check,Fiber optic,7880.25,72,No,3.6550000000000002
Female,One year,Electronic check,DSL,1045.25,19,No,1.9400000000000002
Female,Two year,Electronic check,Fiber optic,7752.05,70,No,3.683333333333333
Male,Month-to-month,Electronic check,Fiber optic,1730.35,22,Yes,2.645
Female,Month-to-month,Electronic check,Fiber optic,5386.5,59,No,3.1116666666666664
Male,One year,Mailed check,DSL,2587.7,31,Yes,2.6483333333333334
Female,One year,Electronic check,DSL,1620.2,29,No,1.8416666666666666
Male,Month-to-month,Mailed check,DSL,130.1,3,Yes,1.6633333333333333
Male,One year,Bank transfer (automatic),Fiber optic,7262.0,69,Yes,3.4683333333333333
Female,Two year,Electronic check,Fiber optic,7707.7,71,No,3.6416666666666666
Female,Month-to-month,Electronic check,Fiber optic,2384.15,29,Yes,2.6300000000000003
Male,Month-to-month,Electronic check,DSL,2854.55,53,Yes,1.8150000000000002
Female,Month-to-month,Bank transfer (automatic),DSL,29.95,1,Yes,0.9983333333333333
Male,Month-to-month,Electronic check,Fiber optic,1776.55,20,Yes,3.006666666666667
Female,Month-to-month,Credit card (automatic),No,216.2,11,No,0.6566666666666666
Male,Month-to-month,Credit card (automatic),DSL,2970.3,49,No,1.9866666666666668
Male,Two year,Electronic check,Fiber optic,4690.65,49,No,3.1599999999999997
Male,Two year,Mailed check,No,1099.6,59,Yes,0.645
Male,Month-to-month,Electronic check,Fiber optic,819.55,8,Yes,3.3616666666666664
Female,Month-to-month,Bank transfer (automatic),Fiber optic,997.65,11,Yes,3.171666666666667
Male,Month-to-month,Bank transfer (automatic),Fiber optic,896.9,11,Yes,2.683333333333333
Male,Month-to-month,Electronic check,Fiber optic,1734.5,20,Yes,2.841666666666667
Male,Month-to-month,Credit card (automatic),DSL,794.25,10,Yes,2.4050000000000002
Male,One year,Credit card (automatic),DSL,4653.25,67,No,2.3116666666666665
Male,One year,Credit card (automatic),Fiber optic,7138.65,65,No,3.6666666666666665
Male,Month-to-month,Mailed check,DSL,130.75,3,Yes,1.3383333333333334
Female,Month-to-month,Electronic check,DSL,389.95,13,No,1.055
Male,Two year,Credit card (automatic),DSL,3771.5,48,No,2.6300000000000003
Male,Two year,Credit card (automatic),Fiber optic,6172.0,71,No,2.8800000000000003
Male,Month-to-month,Electronic check,Fiber optic,704.3,9,No,2.46
Female,Two year,Credit card (automatic),No,1070.25,50,No,0.685
Female,One year,Electronic check,Fiber optic,6613.65,62,No,3.4766666666666666
Female,One year,Mailed check,DSL,2545.75,31,No,2.705
Female,Month-to-month,Credit card (automatic),DSL,505.95,20,No,0.83
Male,Two year,Mailed check,No,1363.45,69,No,0.6633333333333333
Male,Month-to-month,Bank transfer (automatic),DSL,852.7,34,No,0.8350000000000001
Male,One year,Mailed check,Fiber optic,3912.9,44,Yes,2.9466666666666668
Male,Month-to-month,Mailed check,Fiber optic,811.8,10,Yes,2.4716666666666667
Male,Two year,Credit card (automatic),DSL,4179.2,72,No,1.8483333333333334
Female,Two year,Credit card (automatic),No,1049.6,53,No,0.6616666666666667
Male,Month-to-month,Electronic check,Fiber optic,422.4,4,No,3.158333333333333
Male,Month-to-month,Mailed check,DSL,107.25,3,No,1.3783333333333334
Male,One year,Bank transfer (automatic),DSL,5903.15,67,No,2.96
Female,Month-to-month,Electronic check,Fiber optic,3029.1,35,Yes,2.881666666666667
Female,Month-to-month,Bank transfer (automatic),Fiber optic,5645.8,54,No,3.4699999999999998
Female,Month-to-month,Electronic check,Fiber optic,95.6,1,Yes,3.1866666666666665
Female,Month-to-month,Electronic check,Fiber optic,232.35,3,No,2.683333333333333
Male,Month-to-month,Electronic check,Fiber optic,74.9,1,Yes,2.496666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,2094.65,31,No,2.4516666666666667
Male,One year,Electronic check,Fiber optic,4586.15,42,No,3.61
Female,Two year,Credit card (automatic),DSL,6328.7,71,No,2.908333333333333
Male,Month-to-month,Electronic check,Fiber optic,2122.45,24,Yes,3.2
Female,Month-to-month,Mailed check,DSL,816.8,13,No,2.105
Male,Month-to-month,Bank transfer (automatic),DSL,24.8,1,Yes,0.8266666666666667
Female,Month-to-month,Credit card (automatic),DSL,2656.3,38,No,2.271666666666667
Male,Two year,Credit card (automatic),No,96.85,4,No,0.65
Female,Two year,Bank transfer (automatic),DSL,6185.8,68,No,2.9683333333333333
Female,Two year,Bank transfer (automatic),No,1554.9,61,No,0.8433333333333334
Male,Two year,Mailed check,DSL,1024.0,16,No,2.1416666666666666
Female,Month-to-month,Electronic check,Fiber optic,78.8,1,Yes,2.6266666666666665
Male,Two year,Mailed check,DSL,3047.15,46,No,2.1883333333333335
Male,Two year,Credit card (automatic),Fiber optic,7447.7,72,No,3.4699999999999998
Male,Month-to-month,Electronic check,Fiber optic,299.2,4,Yes,2.5949999999999998
Male,Month-to-month,Mailed check,No,107.05,5,No,0.6649999999999999
Female,Month-to-month,Electronic check,Fiber optic,6411.25,60,No,3.5383333333333336
Male,Month-to-month,Electronic check,Fiber optic,659.65,10,Yes,2.3366666666666664
Male,Month-to-month,Mailed check,No,20.2,1,No,0.6733333333333333
Female,One year,Mailed check,Fiber optic,3877.95,39,No,3.3033333333333332
Female,Two year,Credit card (automatic),DSL,5265.2,72,No,2.433333333333333
Female,Two year,Bank transfer (automatic),Fiber optic,5293.2,49,Yes,3.5983333333333336
Male,One year,Bank transfer (automatic),DSL,3487.95,62,No,1.8716666666666666
Female,Month-to-month,Mailed check,Fiber optic,73.6,1,Yes,2.453333333333333
Female,Month-to-month,Electronic check,Fiber optic,3207.55,34,Yes,3.2550000000000003
Male,Month-to-month,Mailed check,No,57.5,3,No,0.69
Female,Month-to-month,Bank transfer (automatic),Fiber optic,5121.3,48,Yes,3.58
Female,Month-to-month,Credit card (automatic),DSL,2342.2,43,Yes,1.8516666666666666
Female,Month-to-month,Electronic check,Fiber optic,434.5,6,Yes,2.635
Male,Month-to-month,Mailed check,DSL,238.5,4,No,1.8433333333333333
Female,One year,Electronic check,DSL,1540.2,25,No,2.0349999999999997
Female,Month-to-month,Mailed check,Fiber optic,2660.2,25,Yes,3.4266666666666667
Female,Two year,Bank transfer (automatic),No,1288.0,51,No,0.8316666666666667
Female,Month-to-month,Bank transfer (automatic),Fiber optic,163.7,2,No,2.7933333333333334
Female,One year,Bank transfer (automatic),Fiber optic,6779.05,66,No,3.485
Male,Two year,Mailed check,DSL,6376.55,72,No,2.98
Female,Month-to-month,Electronic check,DSL,416.45,9,Yes,1.505
Male,Month-to-month,Electronic check,Fiber optic,1539.45,17,Yes,2.98
Female,One year,Credit card (automatic),DSL,2688.85,46,No,1.855
Male,Month-to-month,Electronic check,Fiber optic,68.5,1,Yes,2.283333333333333
Male,Month-to-month,Bank transfer (automatic),Fiber optic,795.65,11,No,2.65
Male,Two year,Credit card (automatic),DSL,4089.45,51,No,2.775
Female,Two year,Mailed check,DSL,4985.9,62,No,2.7
Male,One year,Electronic check,No,485.2,23,No,0.6916666666666667
Female,One year,Bank transfer (automatic),Fiber optic,2320.8,28,No,2.7616666666666663
Female,Month-to-month,Credit card (automatic),Fiber optic,229.5,3,Yes,2.4916666666666667
Male,Two year,Mailed check,No,855.1,48,No,0.6416666666666667
Female,One year,Credit card (automatic),Fiber optic,6975.25,66,Yes,3.5316666666666667
Female,Two year,Credit card (automatic),DSL,1846.65,24,No,2.6199999999999997
Male,Month-to-month,Mailed check,DSL,1394.55,19,No,2.32
Male,Month-to-month,Electronic check,Fiber optic,401.1,5,Yes,2.8466666666666667
Male,Two year,Credit card (automatic),DSL,521.0,10,No,1.79
Female,Month-to-month,Electronic check,Fiber optic,417.75,5,No,2.7583333333333333
Male,Two year,Credit card (automatic),Fiber optic,5968.4,65,No,3.0900000000000003
Female,Two year,Credit card (automatic),DSL,6129.65,72,No,2.8033333333333332
Female,Month-to-month,Electronic check,Fiber optic,586.05,7,Yes,2.6566666666666667
Female,Month-to-month,Electronic check,Fiber optic,3941.7,45,Yes,2.908333333333333
Male,Month-to-month,Mailed check,DSL,593.85,9,No,2.2983333333333333
Female,Two year,Electronic check,DSL,5617.95,70,No,2.69
Male,One year,Credit card (automatic),DSL,1929.95,30,No,2.15
Male,Two year,Bank transfer (automatic),Fiber optic,7849.85,68,No,3.8233333333333333
Female,One year,Mailed check,No,683.25,31,No,0.6983333333333334
Male,Month-to-month,Credit card (automatic),DSL,789.2,31,No,0.8333333333333334
Male,Month-to-month,Electronic check,Fiber optic,69.35,1,Yes,2.3116666666666665
Male,Month-to-month,Electronic check,Fiber optic,80.8,1,Yes,2.6933333333333334
Female,Month-to-month,Electronic check,Fiber optic,374.8,5,No,2.69
Female,One year,Bank transfer (automatic),DSL,1916.0,35,No,1.8316666666666668
Female,Two year,Bank transfer (automatic),DSL,6365.35,71,No,2.9316666666666666
Female,Two year,Bank transfer (automatic),Fiber optic,7030.65,71,No,3.35
Female,Two year,Bank transfer (automatic),DSL,4003.0,57,No,2.328333333333333
Male,Month-to-month,Credit card (automatic),DSL,186.3,8,No,0.8416666666666667
Female,One year,Bank transfer (automatic),Fiber optic,7244.7,67,No,3.5533333333333332
Male,Month-to-month,Electronic check,Fiber optic,4749.15,47,Yes,3.3116666666666665
Male,One year,Electronic check,No,20.2,1,No,0.6733333333333333
Female,Month-to-month,Electronic check,No,91.4,4,No,0.6716666666666666
Male,Month-to-month,Electronic check,DSL,1398.25,16,No,2.83
Male,Month-to-month,Electronic check,Fiber optic,165.45,2,Yes,2.8666666666666667
Female,Month-to-month,Electronic check,DSL,1221.55,23,No,1.8083333333333333
Male,Month-to-month,Mailed check,No,255.5,12,No,0.6833333333333333
Female,Month-to-month,Bank transfer (automatic),DSL,1155.6,15,No,2.55
Male,One year,Mailed check,DSL,2201.75,32,No,2.35
Male,One year,Credit card (automatic),No,510.8,25,No,0.6633333333333333
Male,Two year,Credit card (automatic),No,754.5,36,No,0.6483333333333333
Female,Two year,Bank transfer (automatic),DSL,6129.2,72,No,2.8433333333333333
Male,One year,Credit card (automatic),Fiber optic,5031.85,45,No,3.74
Female,Month-to-month,Bank transfer (automatic),Fiber optic,2878.75,29,No,3.3516666666666666
Male,One year,Credit card (automatic),DSL,1971.5,56,No,1.2033333333333334
Male,One year,Credit card (automatic),Fiber optic,6056.15,67,Yes,3.02
Male,Month-to-month,Credit card (automatic),DSL,411.6,8,No,1.71
Male,Two year,Mailed check,No,1657.4,68,No,0.8183333333333334
Female,Two year,Bank transfer (automatic),No,1638.7,62,No,0.8666666666666667
Female,One year,Electronic check,Fiber optic,2835.5,31,No,3.0233333333333334
Male,Month-to-month,Mailed check,No,109.3,6,No,0.6883333333333332
Female,Month-to-month,Bank transfer (automatic),Fiber optic,624.6,8,No,2.6666666666666665
Male,Month-to-month,Electronic check,Fiber optic,294.45,3,Yes,3.5
Female,Month-to-month,Mailed check,DSL,350.35,7,No,1.6900000000000002
Male,One year,Bank transfer (automatic),Fiber optic,7110.75,68,No,3.378333333333333
Male,Month-to-month,Credit card (automatic),Fiber optic,673.1,7,Yes,3.1566666666666667
Female,Month-to-month,Bank transfer (automatic),DSL,780.85,14,No,1.9816666666666667
Male,Month-to-month,Electronic check,Fiber optic,69.6,1,Yes,2.32
Male,Two year,Electronic check,DSL,3068.6,55,No,1.9533333333333334
Female,Two year,Mailed check,DSL,348.8,6,No,2.1133333333333333
Female,Month-to-month,Bank transfer (automatic),No,543.8,28,No,0.6516666666666667
Male,Month-to-month,Credit card (automatic),DSL,831.75,13,No,2.2133333333333334
Male,Month-to-month,Electronic check,Fiber optic,2117.25,23,No,3.015
Male,One year,Mailed check,No,294.95,15,No,0.6266666666666667
Female,Month-to-month,Mailed check,No,911.6,37,No,0.8816666666666666
Female,One year,Credit card (automatic),No,615.35,23,No,0.8266666666666667
Male,Month-to-month,Electronic check,Fiber optic,73.55,1,Yes,2.4516666666666667
Male,Two year,Credit card (automatic),DSL,3084.9,38,No,2.7
Male,Two year,Mailed check,No,566.5,22,No,0.8416666666666667
Female,Month-to-month,Electronic check,Fiber optic,4026.4,38,Yes,3.5
Male,Two year,Mailed check,No,1110.35,53,No,0.6466666666666666
Female,Month-to-month,Electronic check,DSL,80.95,2,No,1.5133333333333332
Female,Two year,Bank transfer (automatic),Fiber optic,7679.65,72,No,3.61
Male,Month-to-month,Electronic check,Fiber optic,93.3,1,Yes,3.11
Female,Two year,Credit card (automatic),DSL,3772.5,69,No,1.8316666666666668
Male,Month-to-month,Electronic check,Fiber optic,3365.4,35,No,3.1516666666666664
Male,One year,Credit card (automatic),No,469.65,24,No,0.6933333333333334
Female,One year,Bank transfer (automatic),No,1021.8,53,Yes,0.6933333333333334
Male,One year,Electronic check,DSL,688.2,15,No,1.6916666666666667
Female,Month-to-month,Electronic check,DSL,664.4,16,No,1.2966666666666666
Male,Month-to-month,Credit card (automatic),Fiber optic,2576.8,33,No,2.6333333333333333
Male,Month-to-month,Mailed check,DSL,78.25,3,No,0.8333333333333334
Male,Month-to-month,Electronic check,DSL,248.95,9,Yes,0.9983333333333333
Female,One year,Mailed check,DSL,1282.85,23,No,1.925
Female,Month-to-month,Electronic check,Fiber optic,2967.35,30,Yes,3.3233333333333333
Male,One year,Mailed check,No,1216.35,51,No,0.7983333333333333
Female,Two year,Credit card (automatic),DSL,3603.45,60,No,2.0266666666666664
Female,Month-to-month,Bank transfer (automatic),DSL,394.1,13,No,1.0283333333333333
Male,Month-to-month,Mailed check,No,204.55,9,No,0.7083333333333334
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1152.8,14,No,2.6966666666666668
Male,Two year,Credit card (automatic),No,679.0,34,No,0.6683333333333333
Male,One year,Bank transfer (automatic),No,847.8,33,No,0.83
